id,date,time,height,type
tide609,2021-09-05,14:06:00,0.81,high
tide610,2021-09-05,19:09:00,0.6,low
tide611,2021-09-06,0:30:00,0.78,high
tide612,2021-09-06,7:53:00,0.27,low
tide613,2021-09-06,15:00:00,0.83,high
tide614,2021-09-06,20:39:00,0.55,low
tide615,2021-09-07,1:44:00,0.79,high
tide616,2021-09-07,8:55:00,0.26,low
tide617,2021-09-07,15:42:00,0.86,high
tide618,2021-09-07,21:42:00,0.48,low
tide619,2021-09-08,2:57:00,0.82,high
tide620,2021-09-08,9:51:00,0.27,low
tide621,2021-09-08,16:19:00,0.88,high
tide622,2021-09-08,22:31:00,0.41,low
tide623,2021-09-09,4:02:00,0.86,high
tide624,2021-09-09,10:39:00,0.29,low
tide625,2021-09-09,16:52:00,0.9,high
tide626,2021-09-09,23:14:00,0.35,low
tide627,2021-09-10,4:57:00,0.9,high
tide628,2021-09-10,11:23:00,0.32,low
tide629,2021-09-10,17:24:00,0.92,high
tide630,2021-09-10,23:55:00,0.31,low
tide631,2021-09-11,5:48:00,0.93,high
tide632,2021-09-11,12:05:00,0.36,low
tide633,2021-09-11,17:57:00,0.94,high
tide634,2021-09-12,0:37:00,0.27,low
tide635,2021-09-12,6:37:00,0.94,high
tide636,2021-09-12,12:45:00,0.4,low
tide637,2021-09-12,18:30:00,0.95,high
tide638,2021-09-13,1:21:00,0.25,low
tide639,2021-09-13,7:27:00,0.94,high
tide640,2021-09-13,13:25:00,0.43,low
tide641,2021-09-13,19:06:00,0.96,high
tide642,2021-09-14,2:05:00,0.23,low
tide643,2021-09-14,8:19:00,0.92,high
tide644,2021-09-14,14:06:00,0.47,low
tide645,2021-09-14,19:43:00,0.96,high
tide646,2021-09-15,2:50:00,0.23,low
tide647,2021-09-15,9:13:00,0.89,high
tide648,2021-09-15,14:47:00,0.5,low
tide649,2021-09-15,20:24:00,0.95,high
tide650,2021-09-16,3:36:00,0.23,low
tide651,2021-09-16,10:14:00,0.86,high
tide652,2021-09-16,15:32:00,0.53,low
tide653,2021-09-16,21:10:00,0.92,high
tide654,2021-09-17,4:26:00,0.24,low
tide655,2021-09-17,11:19:00,0.83,high
tide656,2021-09-17,16:26:00,0.54,low
tide657,2021-09-17,22:08:00,0.88,high
tide658,2021-09-18,5:24:00,0.25,low
tide659,2021-09-18,12:25:00,0.82,high
tide660,2021-09-18,17:37:00,0.55,low
tide661,2021-09-18,23:19:00,0.84,high
tide662,2021-09-19,6:34:00,0.27,low
tide663,2021-09-19,13:31:00,0.82,high
tide664,2021-09-19,19:15:00,0.52,low
tide665,2021-09-20,0:41:00,0.81,high
tide666,2021-09-20,7:51:00,0.28,low
tide667,2021-09-20,14:33:00,0.84,high
tide668,2021-09-20,20:53:00,0.46,low
tide669,2021-09-21,2:15:00,0.81,high
tide670,2021-09-21,9:06:00,0.28,low
tide671,2021-09-21,15:24:00,0.85,high
tide672,2021-09-21,21:54:00,0.39,low
tide673,2021-09-22,3:27:00,0.83,high
tide674,2021-09-22,10:06:00,0.29,low
tide675,2021-09-22,16:07:00,0.87,high
tide676,2021-09-22,22:41:00,0.33,low
tide677,2021-09-23,4:23:00,0.86,high
tide678,2021-09-23,10:53:00,0.32,low
tide679,2021-09-23,16:45:00,0.88,high
tide680,2021-09-23,23:20:00,0.3,low
tide681,2021-09-24,5:11:00,0.89,high
tide682,2021-09-24,11:34:00,0.35,low
tide683,2021-09-24,17:18:00,0.88,high
tide684,2021-09-24,23:53:00,0.28,low
tide685,2021-09-25,5:54:00,0.9,high
tide686,2021-09-25,12:08:00,0.38,low
tide687,2021-09-25,17:48:00,0.89,high
tide688,2021-09-26,0:25:00,0.27,low
tide689,2021-09-26,6:35:00,0.91,high
tide690,2021-09-26,12:41:00,0.4,low
tide691,2021-09-26,18:17:00,0.9,high
tide692,2021-09-27,0:57:00,0.26,low
tide693,2021-09-27,7:14:00,0.91,high
tide694,2021-09-27,13:12:00,0.43,low
tide695,2021-09-27,18:45:00,0.91,high
tide696,2021-09-28,1:30:00,0.26,low
tide697,2021-09-28,7:52:00,0.9,high
tide698,2021-09-28,13:42:00,0.45,low
tide699,2021-09-28,19:13:00,0.91,high
tide700,2021-09-29,2:05:00,0.25,low
tide701,2021-09-29,8:30:00,0.89,high
tide702,2021-09-29,14:12:00,0.47,low
tide703,2021-09-29,19:44:00,0.9,high
tide704,2021-09-30,2:40:00,0.25,low
tide705,2021-09-30,9:11:00,0.86,high
tide706,2021-09-30,14:45:00,0.49,low
tide707,2021-09-30,20:16:00,0.88,high
tide708,2021-10-01,3:19:00,0.25,low
tide709,2021-10-01,9:56:00,0.83,high
tide710,2021-10-01,15:22:00,0.52,low
tide711,2021-10-01,20:53:00,0.85,high
tide712,2021-10-02,4:00:00,0.26,low
tide713,2021-10-02,10:48:00,0.81,high
tide714,2021-10-02,16:08:00,0.53,low
tide715,2021-10-02,21:39:00,0.81,high
tide716,2021-10-03,5:49:00,0.28,low
tide717,2021-10-03,12:47:00,0.79,high
tide718,2021-10-03,18:08:00,0.54,low
tide719,2021-10-03,23:43:00,0.77,high
tide720,2021-10-04,6:50:00,0.3,low
tide721,2021-10-04,13:49:00,0.79,high
tide722,2021-10-04,19:25:00,0.52,low
tide723,2021-10-05,1:06:00,0.76,high
tide724,2021-10-05,8:04:00,0.32,low
tide725,2021-10-05,14:47:00,0.8,high
tide726,2021-10-05,20:47:00,0.46,low
tide727,2021-10-06,2:34:00,0.78,high
tide728,2021-10-06,9:16:00,0.33,low
tide729,2021-10-06,15:37:00,0.82,high
tide730,2021-10-06,21:54:00,0.38,low
tide731,2021-10-07,3:51:00,0.83,high
tide732,2021-10-07,10:21:00,0.35,low
tide733,2021-10-07,16:21:00,0.84,high
tide734,2021-10-07,22:50:00,0.31,low
tide735,2021-10-08,4:55:00,0.89,high
tide736,2021-10-08,11:19:00,0.37,low
tide737,2021-10-08,17:00:00,0.87,high
tide738,2021-10-08,23:38:00,0.25,low
tide739,2021-10-09,5:50:00,0.94,high
tide740,2021-10-09,12:08:00,0.4,low
tide741,2021-10-09,17:37:00,0.9,high
tide742,2021-10-10,0:24:00,0.21,low
tide743,2021-10-10,6:40:00,0.97,high
tide744,2021-10-10,12:52:00,0.42,low
tide745,2021-10-10,18:15:00,0.92,high
tide746,2021-10-11,1:10:00,0.19,low
tide747,2021-10-11,7:29:00,0.98,high
tide748,2021-10-11,13:36:00,0.45,low
tide749,2021-10-11,18:55:00,0.94,high
tide750,2021-10-12,1:55:00,0.19,low
tide751,2021-10-12,8:20:00,0.97,high
tide752,2021-10-12,14:17:00,0.46,low
tide753,2021-10-12,19:36:00,0.95,high
tide754,2021-10-13,2:40:00,0.19,low
tide755,2021-10-13,9:10:00,0.94,high
tide756,2021-10-13,14:58:00,0.48,low
tide757,2021-10-13,20:21:00,0.94,high
tide758,2021-10-14,3:25:00,0.21,low
tide759,2021-10-14,10:02:00,0.91,high
tide760,2021-10-14,15:41:00,0.49,low
tide761,2021-10-14,21:08:00,0.91,high
tide762,2021-10-15,4:10:00,0.23,low
tide763,2021-10-15,10:54:00,0.87,high
tide764,2021-10-15,16:28:00,0.49,low
tide765,2021-10-15,22:03:00,0.87,high
tide766,2021-10-16,4:58:00,0.26,low
tide767,2021-10-16,11:47:00,0.84,high
tide768,2021-10-16,17:23:00,0.49,low
tide769,2021-10-16,23:07:00,0.82,high
tide770,2021-10-17,5:53:00,0.3,low
tide771,2021-10-17,12:44:00,0.82,high
tide772,2021-10-17,18:38:00,0.48,low
tide773,2021-10-18,0:25:00,0.78,high
tide774,2021-10-18,7:04:00,0.33,low
tide775,2021-10-18,13:45:00,0.82,high
tide776,2021-10-18,20:14:00,0.43,low
tide777,2021-10-19,1:58:00,0.77,high
tide778,2021-10-19,8:29:00,0.36,low
tide779,2021-10-19,14:46:00,0.82,high
tide780,2021-10-19,21:30:00,0.37,low
tide781,2021-10-20,3:21:00,0.8,high
tide782,2021-10-20,9:48:00,0.37,low
tide783,2021-10-20,15:39:00,0.83,high
tide784,2021-10-20,22:25:00,0.31,low
tide785,2021-10-21,4:24:00,0.85,high
tide786,2021-10-21,10:48:00,0.38,low
tide787,2021-10-21,16:24:00,0.83,high
tide788,2021-10-21,23:07:00,0.27,low
tide789,2021-10-22,5:17:00,0.89,high
tide790,2021-10-22,11:35:00,0.4,low
tide791,2021-10-22,17:02:00,0.84,high
tide792,2021-10-22,23:43:00,0.25,low
tide793,2021-10-23,6:02:00,0.93,high
tide794,2021-10-23,12:14:00,0.42,low
tide795,2021-10-23,17:34:00,0.85,high
tide796,2021-10-24,0:15:00,0.23,low
tide797,2021-10-24,6:42:00,0.95,high
tide798,2021-10-24,12:49:00,0.43,low
tide799,2021-10-24,18:03:00,0.87,high
tide800,2021-10-25,0:47:00,0.23,low
tide801,2021-10-25,7:20:00,0.95,high
tide802,2021-10-25,13:21:00,0.45,low
tide803,2021-10-25,18:33:00,0.88,high
tide804,2021-10-26,1:20:00,0.23,low
tide805,2021-10-26,7:55:00,0.95,high
tide806,2021-10-26,13:51:00,0.46,low
tide807,2021-10-26,19:04:00,0.89,high
tide808,2021-10-27,1:54:00,0.23,low
tide809,2021-10-27,8:30:00,0.94,high
tide810,2021-10-27,14:21:00,0.47,low
tide811,2021-10-27,19:36:00,0.89,high
tide812,2021-10-28,2:29:00,0.24,low
tide813,2021-10-28,9:05:00,0.91,high
tide814,2021-10-28,14:51:00,0.48,low
tide815,2021-10-28,20:09:00,0.87,high
tide816,2021-10-29,3:04:00,0.24,low
tide817,2021-10-29,9:40:00,0.89,high
tide818,2021-10-29,15:23:00,0.49,low
tide819,2021-10-29,20:45:00,0.85,high
tide820,2021-10-30,3:38:00,0.25,low
tide821,2021-10-30,10:19:00,0.86,high
tide822,2021-10-30,16:01:00,0.49,low
tide823,2021-10-30,21:25:00,0.82,high
tide824,2021-10-31,4:17:00,0.27,low
tide825,2021-10-31,11:01:00,0.84,high
tide826,2021-10-31,16:46:00,0.49,low
tide827,2021-10-31,22:18:00,0.79,high
tide828,2021-11-01,5:01:00,0.3,low
tide829,2021-11-01,11:49:00,0.82,high
tide830,2021-11-01,17:43:00,0.47,low
tide831,2021-11-01,23:27:00,0.76,high
tide832,2021-11-02,5:58:00,0.34,low
tide833,2021-11-02,12:40:00,0.81,high
tide834,2021-11-02,18:53:00,0.43,low
tide835,2021-11-03,0:53:00,0.76,high
tide836,2021-11-03,7:11:00,0.39,low
tide837,2021-11-03,13:35:00,0.82,high
tide838,2021-11-03,20:07:00,0.37,low
tide839,2021-11-04,2:24:00,0.8,high
tide840,2021-11-04,8:31:00,0.43,low
tide841,2021-11-04,14:28:00,0.83,high
tide842,2021-11-04,21:13:00,0.29,low
tide843,2021-11-05,3:43:00,0.87,high
tide844,2021-11-05,9:47:00,0.46,low
tide845,2021-11-05,15:19:00,0.85,high
tide846,2021-11-05,22:11:00,0.23,low
tide847,2021-11-06,4:47:00,0.93,high
tide848,2021-11-06,10:56:00,0.48,low
tide849,2021-11-06,16:06:00,0.87,high
tide850,2021-11-06,23:06:00,0.18,low
tide851,2021-11-07,5:43:00,0.98,high
tide852,2021-11-07,11:51:00,0.49,low
tide853,2021-11-07,16:51:00,0.9,high
tide854,2021-11-07,23:57:00,0.16,low
tide855,2021-11-08,6:35:00,1,high
tide856,2021-11-08,12:38:00,0.49,low
tide857,2021-11-08,17:37:00,0.93,high
tide858,2021-11-09,0:46:00,0.15,low
tide859,2021-11-09,7:24:00,1,high
tide860,2021-11-09,13:22:00,0.49,low
tide861,2021-11-09,18:25:00,0.94,high
tide862,2021-11-10,1:33:00,0.16,low
tide863,2021-11-10,8:13:00,0.99,high
tide864,2021-11-10,14:06:00,0.48,low
tide865,2021-11-10,19:15:00,0.94,high
tide866,2021-11-11,2:18:00,0.18,low
tide867,2021-11-11,8:59:00,0.96,high
tide868,2021-11-11,14:50:00,0.47,low
tide869,2021-11-11,20:08:00,0.92,high
tide870,2021-11-12,3:02:00,0.22,low
tide871,2021-11-12,9:44:00,0.93,high
tide872,2021-11-12,15:36:00,0.46,low
tide873,2021-11-12,21:04:00,0.88,high
tide874,2021-11-13,3:46:00,0.26,low
tide875,2021-11-13,10:28:00,0.9,high
tide876,2021-11-13,16:25:00,0.45,low
tide877,2021-11-13,22:04:00,0.83,high
tide878,2021-11-14,4:31:00,0.3,low
tide879,2021-11-14,11:12:00,0.87,high
tide880,2021-11-14,17:23:00,0.43,low
tide881,2021-11-14,23:10:00,0.79,high
tide882,2021-11-15,5:21:00,0.35,low
tide883,2021-11-15,12:00:00,0.85,high
tide884,2021-11-15,18:37:00,0.4,low
tide885,2021-11-16,0:30:00,0.76,high
tide886,2021-11-16,6:26:00,0.41,low
tide887,2021-11-16,12:51:00,0.84,high
tide888,2021-11-16,19:52:00,0.36,low
tide889,2021-11-17,1:59:00,0.77,high
tide890,2021-11-17,7:53:00,0.45,low
tide891,2021-11-17,13:47:00,0.82,high
tide892,2021-11-17,20:53:00,0.31,low
tide893,2021-11-18,3:13:00,0.82,high
tide894,2021-11-18,9:17:00,0.47,low
tide895,2021-11-18,14:41:00,0.82,high
tide896,2021-11-18,21:44:00,0.27,low
tide897,2021-11-19,4:14:00,0.87,high
tide898,2021-11-19,10:21:00,0.48,low
tide899,2021-11-19,15:28:00,0.81,high
tide900,2021-11-19,22:27:00,0.24,low
tide901,2021-11-20,5:05:00,0.92,high
tide902,2021-11-20,11:11:00,0.49,low
tide903,2021-11-20,16:08:00,0.82,high
tide904,2021-11-20,23:04:00,0.22,low
tide905,2021-11-21,5:50:00,0.95,high
tide906,2021-11-21,11:51:00,0.49,low
tide907,2021-11-21,16:43:00,0.83,high
tide908,2021-11-21,23:38:00,0.21,low
tide909,2021-11-22,6:29:00,0.97,high
tide910,2021-11-22,12:28:00,0.49,low
tide911,2021-11-22,17:18:00,0.85,high
tide912,2021-11-23,0:14:00,0.2,low
tide913,2021-11-23,7:06:00,0.98,high
tide914,2021-11-23,13:01:00,0.48,low
tide915,2021-11-23,17:53:00,0.86,high
tide916,2021-11-24,0:50:00,0.21,low
tide917,2021-11-24,7:41:00,0.97,high
tide918,2021-11-24,13:33:00,0.48,low
tide919,2021-11-24,18:30:00,0.87,high
tide920,2021-11-25,1:25:00,0.22,low
tide921,2021-11-25,8:14:00,0.95,high
tide922,2021-11-25,14:05:00,0.48,low
tide923,2021-11-25,19:07:00,0.86,high
tide924,2021-11-26,2:00:00,0.23,low
tide925,2021-11-26,8:45:00,0.93,high
tide926,2021-11-26,14:36:00,0.48,low
tide927,2021-11-26,19:46:00,0.85,high
tide928,2021-11-27,2:33:00,0.24,low
tide929,2021-11-27,9:16:00,0.91,high
tide930,2021-11-27,15:08:00,0.47,low
tide931,2021-11-27,20:26:00,0.83,high
tide932,2021-11-28,3:06:00,0.26,low
tide933,2021-11-28,9:48:00,0.9,high
tide934,2021-11-28,15:46:00,0.46,low
tide935,2021-11-28,21:14:00,0.8,high
tide936,2021-11-29,3:40:00,0.29,low
tide937,2021-11-29,10:23:00,0.88,high
tide938,2021-11-29,16:31:00,0.43,low
tide939,2021-11-29,22:12:00,0.78,high
tide940,2021-11-30,4:23:00,0.33,low
tide941,2021-11-30,11:03:00,0.87,high
tide942,2021-11-30,17:23:00,0.4,low
tide943,2021-11-30,23:21:00,0.77,high
tide944,2021-12-01,5:17:00,0.39,low
tide945,2021-12-01,11:46:00,0.86,high
tide946,2021-12-01,18:26:00,0.35,low
tide947,2021-12-02,0:41:00,0.78,high
tide948,2021-12-02,6:25:00,0.46,low
tide949,2021-12-02,12:36:00,0.86,high
tide950,2021-12-02,19:34:00,0.29,low
tide951,2021-12-03,2:11:00,0.83,high
tide952,2021-12-03,7:45:00,0.52,low
tide953,2021-12-03,13:30:00,0.86,high
tide954,2021-12-03,20:38:00,0.23,low
tide955,2021-12-04,3:33:00,0.89,high
tide956,2021-12-04,9:06:00,0.56,low
tide957,2021-12-04,14:25:00,0.87,high
tide958,2021-12-04,21:40:00,0.18,low
tide959,2021-12-05,4:40:00,0.94,high
tide960,2021-12-05,10:28:00,0.56,low
tide961,2021-12-05,15:21:00,0.89,high
tide962,2021-12-05,22:39:00,0.14,low
tide963,2021-12-06,5:39:00,0.98,high
tide964,2021-12-06,11:32:00,0.55,low
tide965,2021-12-06,16:14:00,0.91,high
tide966,2021-12-06,23:35:00,0.13,low
tide967,2021-12-07,6:31:00,0.99,high
tide968,2021-12-07,12:22:00,0.53,low
tide969,2021-12-07,17:09:00,0.92,high
tide970,2021-12-08,0:26:00,0.14,low
tide971,2021-12-08,7:18:00,0.99,high
tide972,2021-12-08,13:09:00,0.5,low
tide973,2021-12-08,18:07:00,0.92,high
tide974,2021-12-09,1:14:00,0.16,low
tide975,2021-12-09,8:00:00,0.98,high
tide976,2021-12-09,13:55:00,0.47,low
tide977,2021-12-09,19:06:00,0.91,high
tide978,2021-12-10,1:59:00,0.19,low
tide979,2021-12-10,8:41:00,0.96,high
tide980,2021-12-10,14:42:00,0.44,low
tide981,2021-12-10,20:06:00,0.89,high
tide982,2021-12-11,2:42:00,0.23,low
tide983,2021-12-11,9:20:00,0.94,high
tide984,2021-12-11,15:30:00,0.41,low
tide985,2021-12-11,21:03:00,0.85,high
tide986,2021-12-12,3:23:00,0.28,low
tide987,2021-12-12,9:58:00,0.92,high
tide988,2021-12-12,16:21:00,0.39,low
tide989,2021-12-12,22:01:00,0.81,high
tide990,2021-12-13,4:06:00,0.33,low
tide991,2021-12-13,10:37:00,0.91,high
tide992,2021-12-13,17:15:00,0.36,low
tide993,2021-12-13,23:04:00,0.78,high
tide994,2021-12-14,4:51:00,0.39,low
tide995,2021-12-14,11:18:00,0.89,high
tide996,2021-12-14,18:14:00,0.34,low
tide997,2021-12-15,0:18:00,0.76,high
tide998,2021-12-15,5:44:00,0.46,low
tide999,2021-12-15,12:00:00,0.86,high
tide1000,2021-12-15,19:12:00,0.31,low
tide1001,2021-12-16,1:40:00,0.78,high
tide1002,2021-12-16,6:58:00,0.51,low
tide1003,2021-12-16,12:46:00,0.84,high
tide1004,2021-12-16,20:06:00,0.27,low
tide1005,2021-12-17,2:51:00,0.82,high
tide1006,2021-12-17,8:26:00,0.55,low
tide1007,2021-12-17,13:35:00,0.82,high
tide1008,2021-12-17,20:56:00,0.24,low
tide1009,2021-12-18,3:53:00,0.87,high
tide1010,2021-12-18,9:43:00,0.56,low
tide1011,2021-12-18,14:23:00,0.8,high
tide1012,2021-12-18,21:43:00,0.22,low
tide1013,2021-12-19,4:46:00,0.91,high
tide1014,2021-12-19,10:41:00,0.55,low
tide1015,2021-12-19,15:10:00,0.8,high
tide1016,2021-12-19,22:26:00,0.2,low
tide1017,2021-12-20,5:33:00,0.94,high
tide1018,2021-12-20,11:27:00,0.54,low
tide1019,2021-12-20,15:56:00,0.81,high
tide1020,2021-12-20,23:08:00,0.19,low
tide1021,2021-12-21,6:13:00,0.96,high
tide1022,2021-12-21,12:06:00,0.52,low
tide1023,2021-12-21,16:41:00,0.83,high
tide1024,2021-12-21,23:49:00,0.19,low
tide1025,2021-12-22,6:51:00,0.96,high
tide1026,2021-12-22,12:42:00,0.5,low
tide1027,2021-12-22,17:24:00,0.83,high
tide1028,2021-12-23,0:28:00,0.19,low
tide1029,2021-12-23,7:24:00,0.95,high
tide1030,2021-12-23,13:17:00,0.48,low
tide1031,2021-12-23,18:08:00,0.84,high
tide1032,2021-12-24,1:04:00,0.21,low
tide1033,2021-12-24,7:54:00,0.94,high
tide1034,2021-12-24,13:51:00,0.46,low
tide1035,2021-12-24,18:52:00,0.83,high
tide1036,2021-12-25,1:37:00,0.22,low
tide1037,2021-12-25,8:23:00,0.93,high
tide1038,2021-12-25,14:23:00,0.45,low
tide1039,2021-12-25,19:36:00,0.82,high
tide1040,2021-12-26,2:09:00,0.24,low
tide1041,2021-12-26,8:51:00,0.92,high
tide1042,2021-12-26,14:58:00,0.43,low
tide1043,2021-12-26,20:24:00,0.82,high
tide1044,2021-12-27,2:41:00,0.27,low
tide1045,2021-12-27,9:20:00,0.91,high
tide1046,2021-12-27,15:36:00,0.4,low
tide1047,2021-12-27,21:15:00,0.81,high
tide1048,2021-12-28,3:17:00,0.31,low
tide1049,2021-12-28,9:51:00,0.91,high
tide1050,2021-12-28,16:19:00,0.36,low
tide1051,2021-12-28,22:10:00,0.8,high
tide1052,2021-12-29,3:58:00,0.36,low
tide1053,2021-12-29,10:24:00,0.91,high
tide1054,2021-12-29,17:06:00,0.32,low
tide1055,2021-12-29,23:11:00,0.8,high
tide1056,2021-12-30,4:47:00,0.43,low
tide1057,2021-12-30,11:03:00,0.9,high
tide1058,2021-12-30,18:01:00,0.27,low
tide1059,2021-12-31,0:25:00,0.8,high
tide1060,2021-12-31,5:48:00,0.51,low
tide1061,2021-12-31,11:49:00,0.89,high
tide1062,2021-12-31,19:03:00,0.23,low
